Sex.beta	Age.beta	Hypertension.beta	Sex.se	Age.se	Hypertension.se	Death.rate	Sex.rate	Age.rate	Hypertension.rate
0.48252616445126295	2.00317945375597	0.5471354234038039	0.0870506786424629	0.0780943823802218	0.0891812139829591	0.0242167980011532	0.5144392209536599	0.31134989926124895	0.46035370494739203
0.548191364810927	2.08579965320786	0.43842032358908206	0.103916056293846	0.0815921591845904	0.0782877383165762	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.289769420192523
0.5502128786029791	2.1099438003639497	0.38836266907706296	0.0876173424149327	0.10954750976026499	0.0997904181209056	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.289769420192523
0.537807466243345	2.09480442850614	0.419469007590034	0.0653625267012918	0.110143749664909	0.0687492835076495	0.0242167980011532	0.5144392209536599	0.31134989926124895	0.289769420192523
0.5326555919206161	2.2774941675158598	0.33744691211489	0.0768535080530062	0.17379806652153199	0.10671218648382799	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.12891600999423403
0.49170352403593	2.2270818551991804	0.37983393481951705	0.0734859444008884	0.0919037422122117	0.10856320622933999	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.12891600999423403
0.477346958463168	2.1736176976679	0.256851132608411	0.0684948205481688	0.079386975550315	0.0811646916915094	0.0242167980011532	0.5144392209536599	0.31134989926124895	0.12891600999423403
0.607899786153804	2.12610958089552	0.627987620550015	0.0874676611092307	0.100314450993024	0.142347708844011	0.0229002507163324	0.5144392209536599	0.311358345272206	0.46035370494739203
0.47988532893435903	2.1279913327783997	0.49199105689581496	0.0628653276184375	0.129141106933754	0.116826393550306	0.0229002507163324	0.5144392209536599	0.311358345272206	0.46035370494739203
0.48696423986557497	2.01844250635266	0.472992791051537	0.106379355956614	0.0773754179329827	0.0760403278793645	0.0242167980011532	0.5144392209536599	0.311358345272206	0.46035370494739203
0.506995090405739	2.1483855708690602	0.371245360634258	0.0797462155744607	0.0926927824290352	0.0944770909351846	0.0229002507163324	0.5144392209536599	0.311358345272206	0.289769420192523
0.5341677704579431	2.11843030935181	0.40019716677890005	0.0891601717791188	0.206079279712798	0.0659942378650956	0.0229002507163324	0.5144392209536599	0.311358345272206	0.289769420192523
0.501606137131448	2.06878947349885	0.41343876732590706	0.179697278836632	0.121651523642584	0.0854847815910656	0.0242167980011532	0.5144392209536599	0.311358345272206	0.289769420192523
0.538090152178323	2.1091167420188897	0.38773963214899504	0.0942482990438602	0.192826927354276	0.12699211311950698	0.0229002507163324	0.5144392209536599	0.311358345272206	0.12891600999423403
0.6137518537474119	2.16520117848733	0.36745839798318103	0.0709469981695205	0.0833244355864535	0.0843515882958439	0.0229002507163324	0.5144392209536599	0.311358345272206	0.12891600999423403
0.5188001553928401	2.10338496630896	0.37276237259580297	0.0774247819724004	0.11170481981067801	0.109523286985888	0.0242167980011532	0.5144392209536599	0.311358345272206	0.12891600999423403
0.49186244743276497	2.04000399784398	0.531517847003785	0.0651118574957126	0.10217108414328599	0.1536959048437	0.0229002507163324	0.514438574498567	0.31134989926124895	0.46035370494739203
0.49277037369946003	2.04603897796256	0.5417103301294449	0.0758447084049589	0.17676045974061702	0.111771100908606	0.0229002507163324	0.514438574498567	0.31134989926124895	0.46035370494739203
0.48415562566675796	2.01639676220462	0.46302781892858796	0.0603223789823663	0.0871308976080917	0.0812148214553612	0.0242167980011532	0.514438574498567	0.31134989926124895	0.46035370494739203
0.545303409489874	2.11520377299703	0.45892562382566104	0.0773542113726904	0.11607400694994802	0.0799490152900705	0.0229002507163324	0.514438574498567	0.31134989926124895	0.289769420192523
0.5933601557478629	2.1123554288024	0.41209199342027397	0.0818790144166016	0.10348755074680699	0.083370300522841	0.0229002507163324	0.514438574498567	0.31134989926124895	0.289769420192523
0.564783423361177	2.04260199636267	0.430250636717161	0.142659178765434	0.10037508221745599	0.0997437768136544	0.0242167980011532	0.514438574498567	0.31134989926124895	0.289769420192523
0.498639715540889	2.1531759572388203	0.3798951327465	0.0773289537574108	0.0848643768626294	0.0719164496458107	0.0229002507163324	0.514438574498567	0.31134989926124895	0.12891600999423403
0.5565730386613721	2.2360348828253502	0.364659393531456	0.0704718688039085	0.108032054402634	0.12038790325213698	0.0229002507163324	0.514438574498567	0.31134989926124895	0.12891600999423403
0.506264628525938	2.09823425395528	0.35103700467034993	0.10923012468005901	0.0883508451939989	0.0858198619887943	0.0242167980011532	0.514438574498567	0.31134989926124895	0.12891600999423403
0.5296100864715829	2.12366206394617	0.5767093861267171	0.0673028345118675	0.12653300067015302	0.0870778275893354	0.0229002507163324	0.514438574498567	0.311358345272206	0.46035370494739203
0.5250323945906741	2.12134914243406	0.555192850869078	0.118295093580976	0.13298209600814098	0.0901211732718385	0.0229002507163324	0.514438574498567	0.311358345272206	0.46035370494739203
0.467532047788445	2.0452452216241204	0.5315410739884451	0.0934145599642508	0.0944203260937032	0.0779552081468231	0.0242167980011532	0.514438574498567	0.311358345272206	0.46035370494739203
0.558615583513853	2.19089003234932	0.441636252105085	0.0806706237587893	0.0968316179630391	0.0803379092813721	0.0229002507163324	0.514438574498567	0.311358345272206	0.289769420192523
0.49130420007095205	2.25150458017451	0.397816979116515	0.07226903394678	0.18418603619253895	0.11681388373977199	0.0229002507163324	0.514438574498567	0.311358345272206	0.289769420192523
0.560897166322693	2.07038945001287	0.39759816760212896	0.0787121482865655	0.0764349355040965	0.0714055565640217	0.0242167980011532	0.514438574498567	0.311358345272206	0.289769420192523
0.531475271934628	2.17037207631999	0.331282577904369	0.0856174687538448	0.0811237631043549	0.0899963395759433	0.0229002507163324	0.514438574498567	0.311358345272206	0.12891600999423403
0.532519441480907	2.2455023630687596	0.318127390798427	0.084122773093191	0.10008319330984698	0.095007059572015	0.0229002507163324	0.514438574498567	0.311358345272206	0.12891600999423403
0.453547787934848	2.12574135094338	0.36454998159415	0.0710050119832327	0.102910945174159	0.0856807489993313	0.0242167980011532	0.514438574498567	0.311358345272206	0.12891600999423403
