Sex.beta	Age.beta	Hypertension.beta	Sex.se	Age.se	Hypertension.se	Death.rate	Sex.rate	Age.rate	Hypertension.rate
0.339728683204789	2.05950081047376	0.532185185905811	0.12156917348659402	0.0983099397316456	0.08277105574706799	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.46035370494739203
0.307776812396439	2.12192314281382	0.53472815827508	0.0634168381135072	0.0821979965323448	0.0925963187709023	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.46035370494739203
0.42222172913816103	1.96424837173632	0.5415643578659579	0.0779089731251507	0.0971276755029272	0.0738385265678895	0.0242167980011532	0.5144392209536599	0.31134989926124895	0.46035370494739203
0.30461198422881297	2.0548370378810303	0.48599564214421703	0.0638288140325893	0.12649941124688902	0.0677762996112206	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.289769420192523
0.411317223760437	2.07649360042755	0.37354614986061996	0.133221696425504	0.0878412820955733	0.0700678645029389	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.289769420192523
0.357045682356882	1.9654147330267098	0.43650011236791	0.0656216713246588	0.0939944750253934	0.0708055996065825	0.0242167980011532	0.5144392209536599	0.31134989926124895	0.289769420192523
0.356504258938822	2.11235457048598	0.44527132088732707	0.16242141204937802	0.0788844592659977	0.0852366460449568	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.12891600999423403
0.314649059411475	2.11815612530346	0.42447852169595	0.0689299432932467	0.0883457925809125	0.0683753679046021	0.0229002507163324	0.5144392209536599	0.31134989926124895	0.12891600999423403
0.332262331397901	2.08297611510939	0.357283987572136	0.0741364095898361	0.0868868810772326	0.127896855638959	0.0242167980011532	0.5144392209536599	0.31134989926124895	0.12891600999423403
0.35963107441457504	2.04112577672308	0.605580056426827	0.0649338027465063	0.167698790007159	0.0949134031780736	0.0229002507163324	0.5144392209536599	0.311358345272206	0.46035370494739203
0.349587324141628	2.07674672700822	0.571568903369137	0.10040794451759	0.12472487698061001	0.13616443262733802	0.0229002507163324	0.5144392209536599	0.311358345272206	0.46035370494739203
0.37321984498542204	1.9565855103362801	0.480150259200116	0.0833928498257261	0.0928445824857312	0.135058784231354	0.0242167980011532	0.5144392209536599	0.311358345272206	0.46035370494739203
0.337073090127021	2.16518794089306	0.38468491167912394	0.11247132029108001	0.14514853982740197	0.12065257223601401	0.0229002507163324	0.5144392209536599	0.311358345272206	0.289769420192523
0.338616288957666	2.06222973858971	0.49520028058224996	0.0904458600658889	0.102835994028904	0.108115725910248	0.0229002507163324	0.5144392209536599	0.311358345272206	0.289769420192523
0.27332027529116	2.0095350521296003	0.46544238831150003	0.102345792753955	0.0824461650692878	0.0847434350540146	0.0242167980011532	0.5144392209536599	0.311358345272206	0.289769420192523
0.36086813861157796	2.08686760862831	0.344750033692909	0.0764424103094537	0.0965496055214267	0.0825463516776764	0.0229002507163324	0.5144392209536599	0.311358345272206	0.12891600999423403
0.32776050868400497	2.12971060955275	0.41005304024461003	0.0828443079383368	0.0917291730561488	0.0783354947914278	0.0229002507163324	0.5144392209536599	0.311358345272206	0.12891600999423403
0.31631645483817605	2.1121101294263704	0.336535109192717	0.0804932096685551	0.0881554798646095	0.06696219944581701	0.0242167980011532	0.5144392209536599	0.311358345272206	0.12891600999423403
0.348908077482656	2.07604835558246	0.564683356055224	0.0693490357027109	0.0927099401019281	0.0851550833977019	0.0229002507163324	0.514438574498567	0.31134989926124895	0.46035370494739203
0.290679000875952	2.04956095180525	0.5412171813027371	0.0831646476346266	0.0957482258818876	0.0864922837963836	0.0229002507163324	0.514438574498567	0.31134989926124895	0.46035370494739203
0.3976428784601261	1.8927480269640402	0.55111543048875	0.0747114429594448	0.096928591189782	0.0913819000325869	0.0242167980011532	0.514438574498567	0.31134989926124895	0.46035370494739203
0.404496036924236	2.16197472685708	0.450936616331649	0.0672517064006482	0.11470311298830198	0.0740132230222693	0.0229002507163324	0.514438574498567	0.31134989926124895	0.289769420192523
0.33519374258662	2.1753692885297	0.360545235207185	0.135420277404431	0.11542866094909301	0.07546474960169	0.0229002507163324	0.514438574498567	0.31134989926124895	0.289769420192523
0.34582661533009806	2.08287301288267	0.39025127619541794	0.0632150308115348	0.0800476445181018	0.0756676504266185	0.0242167980011532	0.514438574498567	0.31134989926124895	0.289769420192523
0.33316240930777097	2.13014324642028	0.386161709766454	0.0866983164290773	0.140797907898542	0.0999714440559225	0.0229002507163324	0.514438574498567	0.31134989926124895	0.12891600999423403
0.32184481420869	2.1352652298034998	0.359572476143993	0.12363050727001	0.0803069030341657	0.0892451976146798	0.0229002507163324	0.514438574498567	0.31134989926124895	0.12891600999423403
0.325833027861526	2.0706352456303896	0.343769648055678	0.070969976095758	0.12301200519434899	0.0723632397084049	0.0242167980011532	0.514438574498567	0.31134989926124895	0.12891600999423403
0.35952557730017104	2.12328016210507	0.503807393838574	0.0623411539629103	0.131182257145356	0.10151232962601599	0.0229002507163324	0.514438574498567	0.311358345272206	0.46035370494739203
0.394467694924993	2.05832463285719	0.571952571305507	0.0677502771309664	0.128333039493875	0.178906982340222	0.0229002507163324	0.514438574498567	0.311358345272206	0.46035370494739203
0.319759198872445	1.95561012778844	0.601691654395375	0.0889533019516855	0.0993823371995965	0.0724823593265381	0.0242167980011532	0.514438574498567	0.311358345272206	0.46035370494739203
0.328455733377649	2.12184671262076	0.39750678015298707	0.0850522286123185	0.121369504593804	0.11268137236073801	0.0229002507163324	0.514438574498567	0.311358345272206	0.289769420192523
0.258318801007048	2.08952687535622	0.4115205818554071	0.0870202641480827	0.10956892487717401	0.0813532891033804	0.0229002507163324	0.514438574498567	0.311358345272206	0.289769420192523
0.263539650979305	2.06448370038069	0.44330014174026705	0.0871246524800603	0.0856682613139008	0.0770264680952388	0.0242167980011532	0.514438574498567	0.311358345272206	0.289769420192523
0.29905358605010496	2.18220694900765	0.35368142168570293	0.168180415813655	0.0968955031173449	0.0969130212311543	0.0229002507163324	0.514438574498567	0.311358345272206	0.12891600999423403
0.32486743587012107	2.18898845655653	0.33825297268796006	0.127409208045451	0.0902451985287892	0.0783110782409475	0.0229002507163324	0.514438574498567	0.311358345272206	0.12891600999423403
0.318037721074607	2.08486743912958	0.36360371562203797	0.10653456714843901	0.14538429130254402	0.0682150546820923	0.0242167980011532	0.514438574498567	0.311358345272206	0.12891600999423403
